"Dia da semana","Inscritos no turno","Curso","Unidade Curricular","Turno","Lotação da sala","Turma","Sala atribuída à aula","Hora início da aula","Hora fim da aula","Data da aula"
"Qua","27","PGIAO, MGSI","Gestão de Tecnologias de Informação e do Conhecimento","00107TP01","30","PG IAO","D1.05","18:00:00","19:30:00","07/12/2022"
"Qua","27","PGIAO, MGSI","Gestão de Tecnologias de Informação e do Conhecimento","00107TP01","30","PG IAO","D1.05","18:00:00","19:30:00","30/11/2022"
"Qua","27","PGIAO, MGSI","Gestão de Tecnologias de Informação e do Conhecimento","00107TP01","30","PG IAO","D1.05","18:00:00","19:30:00","23/11/2022"
"Qua","27","PGIAO, MGSI","Gestão de Tecnologias de Informação e do Conhecimento","00107TP01","30","PG IAO","D1.05","21:00:00","22:30:00","07/12/2022"
"Qua","27","PGIAO, MGSI","Gestão de Tecnologias de Informação e do Conhecimento","00107TP01","30","PG IAO","D1.05","21:00:00","22:30:00","30/11/2022"
"Qua","27","PGIAO, MGSI","Gestão de Tecnologias de Informação e do Conhecimento","00107TP01","30","PG IAO","D1.05","21:00:00","22:30:00","16/11/2022"
"Qua","27","PGIAO, MGSI","Gestão de Tecnologias de Informação e do Conhecimento","00107TP01","30","PG IAO","D1.05","21:00:00","22:30:00","09/11/2022"
"Qua","27","PGIAO, MGSI","Gestão de Tecnologias de Informação e do Conhecimento","00107TP01","30","PG IAO","D1.05","21:00:00","22:30:00","02/11/2022"
"Qua","27","PGIAO, MGSI","Gestão de Tecnologias de Informação e do Conhecimento","00107TP01","30","PG IAO","D1.05","21:00:00","22:30:00","26/10/2022"
"Qua","27","PGIAO, MGSI","Gestão de Tecnologias de Informação e do Conhecimento","00107TP01","30","PG IAO","D1.05","21:00:00","22:30:00","19/10/2022"
"Qua","27","PGIAO, MGSI","Gestão de Tecnologias de Informação e do Conhecimento","00107TP01","30","PG IAO","D1.05","21:00:00","22:30:00","12/10/2022"
"Qua","27","PGIAO, MGSI","Gestão de Tecnologias de Informação e do Conhecimento","00107TP01","30","PG IAO","D1.05","21:00:00","22:30:00","28/09/2022"
"Qua","27","PGIAO, MGSI","Gestão de Tecnologias de Informação e do Conhecimento","00107TP01","30","PG IAO","D1.05","21:00:00","22:30:00","21/09/2022"
"Qua","27","PGIAO, MGSI","Gestão de Tecnologias de Informação e do Conhecimento","00107TP01","30","PG IAO","D1.05","19:30:00","21:00:00","07/12/2022"
"Qua","27","PGIAO, MGSI","Gestão de Tecnologias de Informação e do Conhecimento","00107TP01","30","PG IAO","D1.05","19:30:00","21:00:00","30/11/2022"
"Qua","27","PGIAO, MGSI","Gestão de Tecnologias de Informação e do Conhecimento","00107TP01","30","PG IAO","D1.05","19:30:00","21:00:00","16/11/2022"
"Qua","27","PGIAO, MGSI","Gestão de Tecnologias de Informação e do Conhecimento","00107TP01","30","PG IAO","D1.05","19:30:00","21:00:00","09/11/2022"
"Qua","27","PGIAO, MGSI","Gestão de Tecnologias de Informação e do Conhecimento","00107TP01","30","PG IAO","D1.05","19:30:00","21:00:00","02/11/2022"
"Qua","27","PGIAO, MGSI","Gestão de Tecnologias de Informação e do Conhecimento","00107TP01","30","PG IAO","D1.05","19:30:00","21:00:00","26/10/2022"
"Qua","27","PGIAO, MGSI","Gestão de Tecnologias de Informação e do Conhecimento","00107TP01","30","PG IAO","D1.05","19:30:00","21:00:00","19/10/2022"
"Qua","27","PGIAO, MGSI","Gestão de Tecnologias de Informação e do Conhecimento","00107TP01","30","PG IAO","D1.05","19:30:00","21:00:00","12/10/2022"
"Qua","27","PGIAO, MGSI","Gestão de Tecnologias de Informação e do Conhecimento","00107TP01","30","PG IAO","D1.05","19:30:00","21:00:00","28/09/2022"
"Qua","27","PGIAO, MGSI","Gestão de Tecnologias de Informação e do Conhecimento","00107TP01","30","PG IAO","D1.05","19:30:00","21:00:00","21/09/2022"
"Qui","33","PGIAO, MGSI","Introdução à Investigação em Ciências e Tecnologias de Informação","00710TP02","52","MGSIA1","C4.01","21:00:00","22:30:00","20/10/2022"
"Qui","33","PGIAO, MGSI","Introdução à Investigação em Ciências e Tecnologias de Informação","00710TP02","52","MGSIA1","C4.01","21:00:00","22:30:00","13/10/2022"
"Qui","33","PGIAO, MGSI","Introdução à Investigação em Ciências e Tecnologias de Informação","00710TP02","52","MGSIA1","C4.01","21:00:00","22:30:00","06/10/2022"
"Qui","33","PGIAO, MGSI","Introdução à Investigação em Ciências e Tecnologias de Informação","00710TP02","52","MGSIA1","C4.01","21:00:00","22:30:00","29/09/2022"
"Qui","33","PGIAO, MGSI","Introdução à Investigação em Ciências e Tecnologias de Informação","00710TP02","52","MGSIA1","C4.01","21:00:00","22:30:00","22/09/2022"
"Qui","33","PGIAO, MGSI","Introdução à Investigação em Ciências e Tecnologias de Informação","00710TP02","52","MGSIA1","C4.01","19:30:00","21:00:00","27/10/2022"
"Qui","33","PGIAO, MGSI","Introdução à Investigação em Ciências e Tecnologias de Informação","00710TP02","52","MGSIA1","C4.01","19:30:00","21:00:00","20/10/2022"
"Qui","33","PGIAO, MGSI","Introdução à Investigação em Ciências e Tecnologias de Informação","00710TP02","52","MGSIA1","C4.01","19:30:00","21:00:00","13/10/2022"
"Qui","33","PGIAO, MGSI","Introdução à Investigação em Ciências e Tecnologias de Informação","00710TP02","52","MGSIA1","C4.01","19:30:00","21:00:00","06/10/2022"
"Qui","33","PGIAO, MGSI","Introdução à Investigação em Ciências e Tecnologias de Informação","00710TP02","52","MGSIA1","C4.01","19:30:00","21:00:00","29/09/2022"
"Qui","33","PGIAO, MGSI","Introdução à Investigação em Ciências e Tecnologias de Informação","00710TP02","52","MGSIA1","C4.01","19:30:00","21:00:00","22/09/2022"
"Seg","33","PGIAO, MGSI","Introdução à Investigação em Ciências e Tecnologias de Informação","00710TP02","52","MGSIA1","C4.01","18:00:00","19:30:00","10/10/2022"
"Seg","33","PGIAO, MGSI","Introdução à Investigação em Ciências e Tecnologias de Informação","00710TP02","52","MGSIA1","C4.01","18:00:00","19:30:00","03/10/2022"
"Seg","33","PGIAO, MGSI","Introdução à Investigação em Ciências e Tecnologias de Informação","00710TP02","52","MGSIA1","C4.01","18:00:00","19:30:00","26/09/2022"
"Qua","54","LETI","Modulação e Codificação","L0787TP05","58","ET-C3, ET-C2, ET-C1","C5.01","14:30:00","16:00:00","09/11/2022"
"Qua","54","LETI","Modulação e Codificação","L0787TP05","58","ET-C3, ET-C2, ET-C1","C5.01","14:30:00","16:00:00","02/11/2022"
"Qua","54","LETI","Modulação e Codificação","L0787TP05","58","ET-C3, ET-C2, ET-C1","C5.01","14:30:00","16:00:00","26/10/2022"
"Qua","54","LETI","Modulação e Codificação","L0787TP05","58","ET-C3, ET-C2, ET-C1","C5.01","14:30:00","16:00:00","19/10/2022"
"Qua","54","LETI","Modulação e Codificação","L0787TP05","58","ET-C3, ET-C2, ET-C1","C5.01","14:30:00","16:00:00","21/09/2022"
"Qua","54","LETI","Modulação e Codificação","L0787TP05","58","ET-C3, ET-C2, ET-C1","C5.01","14:30:00","16:00:00","14/09/2022"
"Qua","54","LETI","Modulação e Codificação","L0787TP05","58","ET-C3, ET-C2, ET-C1","C5.01","16:00:00","17:30:00","09/11/2022"
"Qua","54","LETI","Modulação e Codificação","L0787TP05","58","ET-C3, ET-C2, ET-C1","C5.01","16:00:00","17:30:00","02/11/2022"
"Qua","54","LETI","Modulação e Codificação","L0787TP05","58","ET-C3, ET-C2, ET-C1","C5.01","16:00:00","17:30:00","26/10/2022"
"Qua","54","LETI","Modulação e Codificação","L0787TP05","58","ET-C3, ET-C2, ET-C1","C5.01","16:00:00","17:30:00","19/10/2022"
"Qua","54","LETI","Modulação e Codificação","L0787TP05","58","ET-C3, ET-C2, ET-C1","C5.01","16:00:00","17:30:00","21/09/2022"
"Qua","54","LETI","Modulação e Codificação","L0787TP05","58","ET-C3, ET-C2, ET-C1","C5.01","16:00:00","17:30:00","14/09/2022"
"Sex","51","LP","Psicometria","L5239PL02","50","PC3, PC1","1,00E+03","09:30:00","11:00:00","28/10/2022"
"Sex","51","LP","Psicometria","L5239PL02","50","PC3, PC1","1,00E+03","09:30:00","11:00:00","21/10/2022"
"Sex","51","LP","Psicometria","L5239PL02","50","PC3, PC1","1,00E+03","09:30:00","11:00:00","14/10/2022"
"Sex","51","LP","Psicometria","L5239PL02","50","PC3, PC1","1,00E+03","09:30:00","11:00:00","07/10/2022"
"Sex","51","LP","Psicometria","L5239PL02","50","PC3, PC1","1,00E+03","09:30:00","11:00:00","30/09/2022"
"Sex","51","LP","Psicometria","L5239PL02","50","PC3, PC1","1,00E+03","09:30:00","11:00:00","23/09/2022"
"Sex","28","CT, LCP, LS, LS-PL","Introdução ao Excel","01800PL05","50","CT-ESPP-02, CI-CT-04","D1.09","13:00:00","16:00:00","16/12/2022"
"Sex","28","CT, LCP, LS, LS-PL","Introdução ao Excel","01800PL05","50","CT-ESPP-02, CI-CT-04","D1.09","13:00:00","16:00:00","09/12/2022"
"Sex","28","CT, LCP, LS, LS-PL","Introdução ao Excel","01800PL05","50","CT-ESPP-02, CI-CT-04","D1.09","13:00:00","16:00:00","02/12/2022"
"Sex","28","CT, LCP, LS, LS-PL","Introdução ao Excel","01800PL05","50","CT-ESPP-02, CI-CT-04","D1.09","13:00:00","16:00:00","25/11/2022"
"Seg","47","LP","Métodos de Investigação Quantitativos","L5215TP05","58","PB4, PB2","C5.08","13:00:00","14:30:00","05/12/2022"
"Qui","47","LP","Métodos de Investigação Quantitativos","L5215TP05","58","PB4, PB2","C5.08","14:30:00","16:00:00","15/12/2022"
"Qui","47","LP","Métodos de Investigação Quantitativos","L5215TP05","58","PB4, PB2","C5.08","14:30:00","16:00:00","24/11/2022"
"Qui","47","LP","Métodos de Investigação Quantitativos","L5215TP05","58","PB4, PB2","C5.08","14:30:00","16:00:00","17/11/2022"
"Qui","47","LP","Métodos de Investigação Quantitativos","L5215TP05","58","PB4, PB2","C5.08","14:30:00","16:00:00","10/11/2022"
"Qui","47","LP","Métodos de Investigação Quantitativos","L5215TP05","58","PB4, PB2","C5.08","14:30:00","16:00:00","03/11/2022"
"Qui","47","LP","Métodos de Investigação Quantitativos","L5215TP05","58","PB4, PB2","C5.08","14:30:00","16:00:00","27/10/2022"
"Qui","47","LP","Métodos de Investigação Quantitativos","L5215TP05","58","PB4, PB2","C5.08","14:30:00","16:00:00","20/10/2022"
"Qui","47","LP","Métodos de Investigação Quantitativos","L5215TP05","58","PB4, PB2","C5.08","14:30:00","16:00:00","13/10/2022"
"Qui","47","LP","Métodos de Investigação Quantitativos","L5215TP05","58","PB4, PB2","C5.08","14:30:00","16:00:00","06/10/2022"
"Qui","47","LP","Métodos de Investigação Quantitativos","L5215TP05","58","PB4, PB2","C5.08","14:30:00","16:00:00","29/09/2022"
"Qui","47","LP","Métodos de Investigação Quantitativos","L5215TP05","58","PB4, PB2","C5.08","14:30:00","16:00:00","22/09/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","13:00:00","14:30:00","12/12/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","13:00:00","14:30:00","05/12/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","13:00:00","14:30:00","28/11/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","13:00:00","14:30:00","21/11/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","13:00:00","14:30:00","14/11/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","13:00:00","14:30:00","07/11/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","13:00:00","14:30:00","31/10/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","13:00:00","14:30:00","24/10/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","13:00:00","14:30:00","17/10/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","13:00:00","14:30:00","10/10/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","13:00:00","14:30:00","03/10/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","13:00:00","14:30:00","26/09/2022"
"Qui","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","14:30:00","16:00:00","15/12/2022"
"Qui","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","14:30:00","16:00:00","24/11/2022"
"Qui","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","14:30:00","16:00:00","17/11/2022"
"Qui","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","14:30:00","16:00:00","10/11/2022"
"Qui","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","14:30:00","16:00:00","03/11/2022"
"Qui","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","14:30:00","16:00:00","27/10/2022"
"Qui","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","14:30:00","16:00:00","20/10/2022"
"Qui","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","14:30:00","16:00:00","13/10/2022"
"Qui","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","14:30:00","16:00:00","06/10/2022"
"Qui","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","14:30:00","16:00:00","29/09/2022"
"Qui","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","14:30:00","16:00:00","22/09/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","14:30:00","16:00:00","12/12/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","14:30:00","16:00:00","05/12/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","14:30:00","16:00:00","28/11/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","14:30:00","16:00:00","21/11/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","14:30:00","16:00:00","14/11/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","14:30:00","16:00:00","07/11/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","14:30:00","16:00:00","31/10/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","14:30:00","16:00:00","24/10/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","14:30:00","16:00:00","17/10/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","14:30:00","16:00:00","10/10/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","14:30:00","16:00:00","03/10/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","14:30:00","16:00:00","26/09/2022"
"Qui","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","13:00:00","14:30:00","15/12/2022"
"Qui","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","13:00:00","14:30:00","24/11/2022"
"Qui","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","13:00:00","14:30:00","17/11/2022"
"Qui","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","13:00:00","14:30:00","10/11/2022"
"Qui","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","13:00:00","14:30:00","03/11/2022"
"Qui","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","13:00:00","14:30:00","27/10/2022"
"Qui","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","13:00:00","14:30:00","20/10/2022"
"Qui","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","13:00:00","14:30:00","13/10/2022"
"Qui","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","13:00:00","14:30:00","06/10/2022"
"Qui","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","13:00:00","14:30:00","29/09/2022"
"Qui","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","13:00:00","14:30:00","22/09/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","16:00:00","17:30:00","05/12/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","16:00:00","17:30:00","28/11/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","16:00:00","17:30:00","21/11/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","16:00:00","17:30:00","14/11/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","16:00:00","17:30:00","07/11/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","16:00:00","17:30:00","31/10/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","16:00:00","17:30:00","24/10/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","16:00:00","17:30:00","17/10/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","16:00:00","17:30:00","10/10/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","16:00:00","17:30:00","03/10/2022"
"Seg","35","MIA","Projecto de Arquitectura I","L2214PL01","87","ARQ-D6, ARQ-D5, ARQ-D4","B3.02","16:00:00","17:30:00","26/09/2022"
"Ter","43","LFC, LG","Estatística I","L0119TP12","50","GB4","2,00E+02","13:00:00","14:30:00","13/12/2022"
"Ter","43","LFC, LG","Estatística I","L0119TP12","50","GB4","2,00E+02","13:00:00","14:30:00","06/12/2022"
"Ter","43","LFC, LG","Estatística I","L0119TP12","50","GB4","2,00E+02","13:00:00","14:30:00","29/11/2022"
"Ter","43","LFC, LG","Estatística I","L0119TP12","50","GB4","2,00E+02","13:00:00","14:30:00","22/11/2022"
"Ter","43","LFC, LG","Estatística I","L0119TP12","50","GB4","2,00E+02","13:00:00","14:30:00","15/11/2022"
"Ter","43","LFC, LG","Estatística I","L0119TP12","50","GB4","2,00E+02","13:00:00","14:30:00","08/11/2022"
"Ter","43","LFC, LG","Estatística I","L0119TP12","50","GB4","2,00E+02","13:00:00","14:30:00","25/10/2022"
"Ter","43","LFC, LG","Estatística I","L0119TP12","50","GB4","2,00E+02","13:00:00","14:30:00","18/10/2022"
"Ter","43","LFC, LG","Estatística I","L0119TP12","50","GB4","2,00E+02","13:00:00","14:30:00","11/10/2022"
"Ter","43","LFC, LG","Estatística I","L0119TP12","50","GB4","2,00E+02","13:00:00","14:30:00","04/10/2022"
"Ter","43","LFC, LG","Estatística I","L0119TP12","50","GB4","2,00E+02","13:00:00","14:30:00","27/09/2022"
"Ter","43","LFC, LG","Estatística I","L0119TP12","50","GB4","2,00E+02","13:00:00","14:30:00","20/09/2022"
"Ter","43","LFC, LG","Estatística I","L0119TP12","50","GB4","2,00E+02","13:00:00","14:30:00","13/09/2022"
"Qui","43","LFC, LG","Estatística I","L0119TP12","50","GB4","2,00E+02","13:00:00","14:30:00","24/11/2022"
"Qui","43","LFC, LG","Estatística I","L0119TP12","50","GB4","2,00E+02","13:00:00","14:30:00","17/11/2022"
"Qui","43","LFC, LG","Estatística I","L0119TP12","50","GB4","2,00E+02","13:00:00","14:30:00","10/11/2022"
"Qui","43","LFC, LG","Estatística I","L0119TP12","50","GB4","2,00E+02","13:00:00","14:30:00","03/11/2022"
"Qui","43","LFC, LG","Estatística I","L0119TP12","50","GB4","2,00E+02","13:00:00","14:30:00","27/10/2022"
"Qui","43","LFC, LG","Estatística I","L0119TP12","50","GB4","2,00E+02","13:00:00","14:30:00","20/10/2022"
"Qui","43","LFC, LG","Estatística I","L0119TP12","50","GB4","2,00E+02","13:00:00","14:30:00","13/10/2022"
"Qui","43","LFC, LG","Estatística I","L0119TP12","50","GB4","2,00E+02","13:00:00","14:30:00","06/10/2022"
"Qui","43","LFC, LG","Estatística I","L0119TP12","50","GB4","2,00E+02","13:00:00","14:30:00","29/09/2022"
"Qui","43","LFC, LG","Estatística I","L0119TP12","50","GB4","2,00E+02","13:00:00","14:30:00","22/09/2022"
"Qui","43","LFC, LG","Estatística I","L0119TP12","50","GB4","2,00E+02","13:00:00","14:30:00","15/09/2022"
"Qui","25","LSS-PL","Demografia","02851TP02","50","SS-PL-C2","2,00E+10","18:00:00","19:30:00","15/12/2022"
"Qui","25","LSS-PL","Demografia","02851TP02","50","SS-PL-C2","2,00E+10","18:00:00","19:30:00","24/11/2022"
"Qui","25","LSS-PL","Demografia","02851TP02","50","SS-PL-C2","2,00E+10","18:00:00","19:30:00","17/11/2022"
"Qui","25","LSS-PL","Demografia","02851TP02","50","SS-PL-C2","2,00E+10","18:00:00","19:30:00","10/11/2022"
"Qui","25","LSS-PL","Demografia","02851TP02","50","SS-PL-C2","2,00E+10","18:00:00","19:30:00","03/11/2022"
"Qui","25","LSS-PL","Demografia","02851TP02","50","SS-PL-C2","2,00E+10","18:00:00","19:30:00","27/10/2022"
"Qui","25","LSS-PL","Demografia","02851TP02","50","SS-PL-C2","2,00E+10","18:00:00","19:30:00","20/10/2022"
"Qui","25","LSS-PL","Demografia","02851TP02","50","SS-PL-C2","2,00E+10","18:00:00","19:30:00","13/10/2022"
"Qui","25","LSS-PL","Demografia","02851TP02","50","SS-PL-C2","2,00E+10","18:00:00","19:30:00","06/10/2022"
"Qui","25","LSS-PL","Demografia","02851TP02","50","SS-PL-C2","2,00E+10","18:00:00","19:30:00","29/09/2022"
"Qui","25","LSS-PL","Demografia","02851TP02","50","SS-PL-C2","2,00E+10","18:00:00","19:30:00","22/09/2022"
"Qui","25","LSS-PL","Demografia","02851TP02","50","SS-PL-C2","2,00E+10","18:00:00","19:30:00","15/09/2022"
"Qui","25","LSS-PL","Demografia","02851TP02","50","SS-PL-C2","2,00E+10","16:30:00","18:00:00","15/12/2022"
"Qui","25","LSS-PL","Demografia","02851TP02","50","SS-PL-C2","2,00E+10","16:30:00","18:00:00","24/11/2022"
"Qui","25","LSS-PL","Demografia","02851TP02","50","SS-PL-C2","2,00E+10","16:30:00","18:00:00","17/11/2022"
"Qui","25","LSS-PL","Demografia","02851TP02","50","SS-PL-C2","2,00E+10","16:30:00","18:00:00","10/11/2022"
"Qui","25","LSS-PL","Demografia","02851TP02","50","SS-PL-C2","2,00E+10","16:30:00","18:00:00","03/11/2022"
"Qui","25","LSS-PL","Demografia","02851TP02","50","SS-PL-C2","2,00E+10","16:30:00","18:00:00","27/10/2022"
"Qui","25","LSS-PL","Demografia","02851TP02","50","SS-PL-C2","2,00E+10","16:30:00","18:00:00","20/10/2022"
"Qui","25","LSS-PL","Demografia","02851TP02","50","SS-PL-C2","2,00E+10","16:30:00","18:00:00","13/10/2022"
"Qui","25","LSS-PL","Demografia","02851TP02","50","SS-PL-C2","2,00E+10","16:30:00","18:00:00","06/10/2022"
"Qui","25","LSS-PL","Demografia","02851TP02","50","SS-PL-C2","2,00E+10","16:30:00","18:00:00","29/09/2022"
"Qui","25","LSS-PL","Demografia","02851TP02","50","SS-PL-C2","2,00E+10","16:30:00","18:00:00","22/09/2022"
"Qui","25","LSS-PL","Demografia","02851TP02","50","SS-PL-C2","2,00E+10","16:30:00","18:00:00","15/09/2022"
"Qui","37","MEEC","Métodos e Técnicas Quantitativas para Economia","01150T01","38","MEECA1","C3.02","20:00:00","22:00:00","24/11/2022"
"Qui","37","MEEC","Métodos e Técnicas Quantitativas para Economia","01150T01","38","MEECA1","C3.02","20:00:00","22:00:00","17/11/2022"
"Qui","37","MEEC","Métodos e Técnicas Quantitativas para Economia","01150T01","38","MEECA1","C3.02","20:00:00","22:00:00","10/11/2022"
"Qui","37","MEEC","Métodos e Técnicas Quantitativas para Economia","01150T01","38","MEECA1","C3.02","20:00:00","22:00:00","03/11/2022"
"Qui","37","MEEC","Métodos e Técnicas Quantitativas para Economia","01150T01","38","MEECA1","C3.02","18:00:00","20:00:00","24/11/2022"
"Qui","37","MEEC","Métodos e Técnicas Quantitativas para Economia","01150T01","38","MEECA1","C3.02","18:00:00","20:00:00","17/11/2022"
"Qui","37","MEEC","Métodos e Técnicas Quantitativas para Economia","01150T01","38","MEECA1","C3.02","18:00:00","20:00:00","10/11/2022"
"Qui","37","MEEC","Métodos e Técnicas Quantitativas para Economia","01150T01","38","MEECA1","C3.02","18:00:00","20:00:00","03/11/2022"
"Qua","40","LETI, LEI, LEI-PL, LIGE, LIGE-PL","Bases de Dados","03724PL03","41","EI-B4, EI-B3, EI-B2, EI-B1","0S01","11:00:00","12:30:00","07/12/2022"
"Qua","40","LETI, LEI, LEI-PL, LIGE, LIGE-PL","Bases de Dados","03724PL03","41","EI-B4, EI-B3, EI-B2, EI-B1","0S01","11:00:00","12:30:00","30/11/2022"
"Qua","40","LETI, LEI, LEI-PL, LIGE, LIGE-PL","Bases de Dados","03724PL03","41","EI-B4, EI-B3, EI-B2, EI-B1","0S01","11:00:00","12:30:00","23/11/2022"
